age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
29,5,2,5,2,no,no,2,5,4,116,1,999,0,3,1.1,93.994,-36.4,4.86,5191,no
47,6,2,3,2,no,no,2,6,5,72,1,999,0,3,1.4,94.465,-41.8,4.967,5228.1,no
32,6,2,4,2,no,no,1,5,3,195,3,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
32,3,1,8,2,no,yes,1,7,4,415,2,999,0,3,-1.7,94.215,-40.3,0.846,4991.6,yes
48,4,2,2,2,no,no,1,5,3,119,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
34,6,2,5,2,no,yes,1,7,4,114,2,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
42,1,1,4,2,no,no,1,8,3,127,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
33,6,1,6,2,yes,no,1,8,1,122,4,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
28,11,1,1,2,yes,no,1,10,5,160,2,4,1,1,-3.4,92.431,-26.9,0.752,5017.5,no
58,10,2,1,3,no,no,2,5,2,1045,1,999,0,3,1.1,93.994,-36.4,4.856,5191,yes
43,7,2,4,2,yes,yes,1,11,1,70,3,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
28,6,1,5,2,yes,no,1,5,2,326,1,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,yes
37,1,1,5,2,yes,no,1,4,4,261,1,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,yes
43,2,2,1,3,yes,no,2,5,5,345,3,999,0,3,1.1,93.994,-36.4,4.857,5191,no
30,1,1,5,2,no,no,1,5,4,199,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
36,5,1,5,2,no,no,1,7,1,84,1,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
50,7,2,5,2,yes,no,2,5,3,383,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
37,5,2,3,2,yes,no,1,8,5,78,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
30,1,1,4,2,yes,no,1,4,1,180,3,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
46,6,1,5,2,no,no,1,8,4,185,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
34,6,1,4,2,no,no,1,5,3,63,1,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
52,1,3,2,2,yes,no,2,6,3,219,1,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
54,6,2,5,3,no,no,1,5,5,217,7,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,no
43,3,2,5,2,yes,no,1,7,2,135,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
35,3,2,4,2,no,no,1,5,1,130,3,999,1,2,-1.8,92.893,-46.2,1.354,5099.1,no
40,4,2,1,3,yes,no,1,7,3,448,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
32,2,2,3,2,yes,no,2,6,5,123,3,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
31,6,2,6,2,yes,no,1,8,3,409,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
41,2,2,1,2,no,no,2,5,3,142,1,999,0,3,1.1,93.994,-36.4,4.859,5191,no
29,2,2,4,2,yes,no,1,11,3,96,3,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
53,2,2,3,2,yes,no,1,7,2,122,4,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
47,1,2,4,2,yes,no,1,8,1,1152,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,yes
51,3,2,4,3,yes,no,2,6,1,81,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
35,6,1,6,2,yes,no,1,8,2,137,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
51,6,2,2,2,yes,no,1,7,2,166,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
44,2,2,2,3,yes,no,2,5,5,194,3,999,0,3,1.1,93.994,-36.4,4.859,5191,no
59,1,2,5,2,yes,no,2,6,3,47,2,999,0,3,1.4,94.465,-41.8,4.962,5228.1,no
31,7,2,5,2,no,no,1,11,1,369,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
31,1,3,5,2,yes,no,2,5,2,259,2,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
41,6,2,6,2,no,no,1,4,5,219,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
32,3,2,4,3,yes,no,1,5,1,126,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,no
32,8,1,4,2,no,no,2,6,4,406,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,no
56,12,1,3,2,no,no,1,7,1,102,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
51,1,2,5,2,yes,no,1,7,5,139,5,999,0,3,-2.9,92.469,-33.6,0.921,5076.2,yes
53,2,2,1,3,no,yes,1,7,4,36,1,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
25,6,1,6,2,yes,no,1,7,4,234,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
33,7,2,5,2,no,yes,1,11,3,113,1,999,1,2,-0.1,93.2,-42,4.12,5195.8,no
41,2,2,3,3,no,no,2,5,1,62,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
28,3,1,5,2,no,no,1,7,4,363,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
48,7,2,3,2,yes,no,1,5,2,725,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,yes
28,2,1,3,2,yes,no,1,7,5,103,2,999,0,3,1.4,93.918,-42.7,4.957,5228.1,no
43,3,2,3,2,no,no,2,6,4,110,17,999,0,3,1.4,94.465,-41.8,4.866,5228.1,no
29,7,1,5,2,no,no,2,5,3,99,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
36,2,3,4,2,yes,no,2,6,3,133,1,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
30,1,1,5,2,yes,no,1,7,4,873,8,999,0,3,1.4,93.918,-42.7,4.962,5228.1,yes
49,1,1,2,2,yes,yes,1,4,5,441,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
55,1,2,4,2,no,no,2,5,4,94,1,999,0,3,1.1,93.994,-36.4,4.855,5191,no
34,7,1,5,2,yes,yes,1,11,4,125,2,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
29,7,2,5,2,yes,no,1,8,4,75,1,4,2,1,-2.9,92.201,-31.4,0.873,5076.2,no
35,1,1,5,2,yes,yes,1,4,4,358,1,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,no
40,6,2,3,3,no,no,1,7,1,141,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
42,8,2,5,2,no,no,1,11,1,176,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
34,1,1,4,2,yes,yes,2,6,1,123,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
47,6,2,4,3,yes,no,1,11,5,183,3,999,1,2,-0.1,93.2,-42,4.021,5195.8,no
39,1,2,5,2,yes,no,1,8,5,169,4,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
55,6,2,2,2,yes,no,2,5,2,452,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
44,3,2,4,3,yes,no,1,7,3,86,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
34,2,2,2,3,no,yes,2,6,1,35,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
45,1,2,5,2,yes,no,1,8,1,226,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
50,1,2,5,2,yes,no,1,11,1,183,1,3,1,1,-3.4,92.649,-30.1,0.714,5017.5,yes
55,5,2,3,2,yes,no,1,5,2,604,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
28,1,2,4,3,no,no,1,7,2,60,3,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
30,6,2,4,2,no,no,1,8,2,79,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
32,8,2,1,2,yes,no,1,8,1,87,4,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
31,7,2,5,2,yes,no,1,11,3,196,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
32,3,2,4,2,yes,no,1,5,4,21,12,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
39,2,2,6,2,no,no,2,5,1,87,5,999,0,3,1.1,93.994,-36.4,4.858,5191,no
24,1,1,4,3,yes,yes,1,7,4,493,1,999,0,3,1.4,93.918,-42.7,4.958,5228.1,no
57,10,2,6,2,yes,no,1,6,1,166,2,999,0,3,-2.9,92.963,-40.8,1.266,5076.2,yes
27,6,2,5,2,yes,no,1,5,5,131,3,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,no
44,1,2,5,2,yes,no,1,8,4,254,2,999,0,3,-2.9,92.201,-31.4,0.883,5076.2,yes
32,1,2,5,2,yes,no,1,5,1,232,2,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,no
37,8,2,5,2,yes,no,2,6,5,262,2,999,0,3,1.4,94.465,-41.8,4.967,5228.1,no
29,1,2,5,2,no,no,1,11,3,406,3,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
31,11,1,5,2,yes,no,1,3,2,180,1,10,1,1,-1.8,93.369,-34.8,0.646,5008.7,yes
58,2,2,1,3,yes,no,1,7,5,198,4,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
32,6,1,6,2,yes,no,1,7,4,128,1,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
48,3,2,1,3,yes,no,1,8,4,137,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
42,2,2,6,2,yes,no,1,5,5,262,2,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,no
31,1,1,5,2,no,yes,1,11,3,212,2,3,6,1,-1.1,94.767,-50.8,1.048,4963.6,no
41,2,2,3,3,no,no,2,6,5,204,3,999,0,3,1.4,94.465,-41.8,4.967,5228.1,no
33,5,1,1,2,yes,no,2,5,5,742,2,999,0,3,1.1,93.994,-36.4,4.864,5191,no
45,6,2,6,2,no,no,2,7,3,20,5,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
30,1,2,5,2,no,no,1,8,1,243,1,999,0,3,1.4,93.444,-36.1,4.97,5228.1,no
30,1,1,5,2,no,no,2,7,3,84,3,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
53,5,2,3,2,yes,no,1,11,1,62,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
27,1,1,5,2,yes,no,1,4,5,401,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
46,1,2,4,2,yes,no,1,7,2,98,6,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
29,1,1,5,2,no,no,1,8,2,103,4,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
43,7,2,5,2,no,no,1,11,1,179,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
26,1,1,5,2,no,no,1,10,5,133,2,999,1,2,-3.4,92.431,-26.9,0.73,5017.5,no
47,1,2,5,2,yes,no,1,8,2,100,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
39,2,2,3,3,no,no,2,5,2,504,4,999,0,3,1.1,93.994,-36.4,4.856,5191,yes
29,5,1,5,2,yes,yes,1,7,4,22,8,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
33,1,1,5,2,no,no,1,6,3,206,1,3,1,1,-1.7,94.055,-39.8,0.715,4991.6,yes
56,10,2,4,2,yes,yes,1,8,2,97,1,3,2,1,-2.9,92.201,-31.4,0.883,5076.2,no
30,6,1,5,2,yes,no,1,6,5,166,2,999,0,3,-2.9,92.963,-40.8,1.268,5076.2,yes
32,6,2,5,2,no,yes,1,8,4,131,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
33,3,2,6,2,no,no,1,10,1,291,1,999,3,2,-1.1,94.601,-49.5,0.977,4963.6,no
49,6,2,5,2,no,no,2,5,1,107,3,999,0,3,1.1,93.994,-36.4,4.857,5191,no
33,2,2,2,2,yes,no,1,5,3,134,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
58,5,2,5,2,no,no,1,11,3,1092,1,999,0,3,-3.4,92.649,-30.1,0.716,5017.5,no
37,1,2,6,3,yes,no,1,11,3,37,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
48,8,2,4,2,no,no,1,6,2,399,1,999,0,3,-2.9,92.963,-40.8,1.252,5076.2,no
39,6,2,2,2,no,no,1,4,2,88,3,999,0,3,-1.8,93.075,-47.1,1.453,5099.1,no
53,1,1,2,2,yes,no,2,5,2,27,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
59,8,2,1,3,no,yes,2,5,2,70,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
40,1,2,5,3,no,yes,2,5,1,61,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
44,2,1,3,2,yes,yes,1,11,2,182,1,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
39,6,2,6,2,no,no,2,10,4,171,1,999,0,3,-0.1,93.798,-40.4,4.921,5195.8,yes
30,5,2,5,2,yes,no,1,6,5,138,2,999,0,3,-2.9,92.963,-40.8,1.268,5076.2,no
48,1,2,5,2,yes,no,1,8,3,203,7,999,0,3,1.4,93.444,-36.1,4.967,5228.1,no
51,6,3,4,2,yes,no,1,11,1,81,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
29,1,2,5,2,no,no,1,8,5,190,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
38,2,1,4,2,no,no,1,5,5,136,2,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,no
30,2,2,1,3,yes,no,2,5,5,176,4,999,0,3,1.1,93.994,-36.4,4.864,5191,no
62,10,1,5,2,yes,yes,1,5,1,112,1,999,0,3,-1.8,92.893,-46.2,1.264,5099.1,no
30,6,1,6,2,yes,no,1,8,4,93,4,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
36,1,1,4,2,yes,no,1,8,5,159,1,3,2,1,-2.9,92.201,-31.4,0.849,5076.2,yes
32,9,1,5,2,no,no,2,5,5,21,3,999,0,3,1.1,93.994,-36.4,4.855,5191,no
56,11,2,3,2,yes,yes,1,11,5,322,2,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
39,1,2,4,2,yes,no,1,11,1,58,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
36,1,1,4,2,no,yes,2,5,5,148,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
36,6,2,5,2,yes,no,1,8,5,167,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
34,2,2,2,2,yes,no,1,5,2,137,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,no
21,9,1,4,2,no,no,1,10,2,362,1,999,0,3,-1.1,94.601,-49.5,0.982,4963.6,yes
44,2,2,3,3,yes,no,1,4,1,81,3,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
31,1,2,4,2,no,no,2,6,4,952,4,999,0,3,1.4,94.465,-41.8,4.961,5228.1,yes
37,1,1,6,2,no,no,1,8,2,223,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
37,6,2,5,2,yes,no,2,5,2,8,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
30,2,2,3,2,yes,no,1,7,4,58,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
47,6,3,6,2,yes,no,1,7,1,147,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
41,1,3,4,2,no,no,2,5,2,72,3,999,0,3,1.1,93.994,-36.4,4.857,5191,no
33,6,2,6,2,yes,no,2,5,3,316,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
57,6,2,6,2,yes,no,1,5,1,190,2,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
29,3,1,5,2,no,no,2,5,5,339,5,999,0,3,1.1,93.994,-36.4,4.859,5191,no
33,1,3,5,2,no,no,1,8,4,49,1,999,0,3,1.4,93.444,-36.1,4.962,5228.1,no
40,1,3,6,2,yes,yes,1,8,5,90,4,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
27,1,1,3,2,yes,yes,1,7,2,81,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
41,7,2,5,2,no,no,2,5,5,106,6,999,0,3,1.1,93.994,-36.4,4.857,5191,no
58,10,2,1,3,yes,no,1,7,3,374,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
28,2,2,3,2,no,yes,2,5,1,329,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
55,1,3,4,2,yes,no,1,8,2,244,2,6,3,1,-1.7,94.027,-38.3,0.904,4991.6,yes
54,5,2,5,2,no,no,1,10,4,99,3,999,0,3,-1.1,94.601,-49.5,0.987,4963.6,no
56,7,3,5,2,no,no,1,11,3,287,3,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
56,11,3,4,3,yes,no,1,11,5,109,1,999,1,2,-0.1,93.2,-42,4.021,5195.8,no
40,6,2,4,2,yes,no,1,11,3,118,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
49,7,2,5,2,no,no,1,7,1,86,4,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
30,1,1,5,2,no,no,1,8,1,123,4,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
29,9,1,6,2,no,no,2,11,5,232,2,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
31,1,1,5,2,no,yes,1,8,4,167,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
30,1,2,4,2,no,no,1,5,3,166,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
34,1,3,5,2,yes,no,1,8,1,111,4,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
44,4,3,1,2,no,no,1,7,5,170,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
32,6,1,5,2,no,no,1,5,5,457,1,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,no
38,8,3,5,2,no,no,1,11,3,403,2,999,0,3,-1.1,94.767,-50.8,1.03,4963.6,yes
37,5,2,5,2,yes,no,1,11,5,48,2,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
29,6,2,5,2,no,no,1,7,4,5,23,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
30,1,1,5,2,yes,no,1,8,1,374,12,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
54,7,2,5,2,yes,no,1,4,4,85,1,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,no
43,2,2,3,2,yes,yes,1,7,2,393,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
33,1,2,5,2,no,no,2,5,3,92,5,999,0,3,1.1,93.994,-36.4,4.857,5191,no
32,1,1,5,3,yes,no,1,8,5,256,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
57,10,2,6,2,yes,no,1,11,4,124,6,999,0,3,-1.1,94.767,-50.8,1.031,4963.6,no
29,1,2,5,2,yes,no,1,8,5,137,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
36,4,2,8,3,yes,no,1,7,1,44,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
48,2,2,3,2,yes,no,1,5,2,268,1,3,3,1,-1.8,93.876,-40,0.668,5008.7,yes
30,2,2,3,2,yes,yes,1,5,1,231,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
45,1,2,5,2,yes,no,1,9,5,64,1,999,2,2,-3.4,92.379,-29.8,0.741,5017.5,no
42,2,2,2,2,yes,no,1,5,4,56,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
31,1,1,4,2,no,no,1,7,3,96,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
28,3,1,8,2,yes,no,1,5,2,83,9,999,1,2,-1.8,92.893,-46.2,1.344,5099.1,no
53,3,2,8,2,yes,no,1,6,2,501,3,999,0,3,-2.9,92.963,-40.8,1.262,5076.2,yes
58,1,2,5,2,yes,no,2,10,1,9,1,999,0,3,-1.1,94.601,-49.5,0.953,4963.6,no
32,3,2,4,2,no,yes,1,4,5,340,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
31,11,2,5,2,no,no,1,8,3,124,3,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
53,2,2,1,2,no,no,1,11,1,545,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
53,1,2,3,2,no,no,2,5,3,35,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
32,8,2,5,2,yes,yes,1,8,3,73,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
43,11,2,3,2,yes,no,2,5,4,305,2,999,0,3,1.1,93.994,-36.4,4.855,5191,no
44,8,2,1,3,no,no,2,6,4,124,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,no
45,2,2,4,3,no,no,1,8,4,124,3,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
41,2,2,8,3,no,no,1,4,5,203,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
64,12,2,8,2,yes,yes,1,8,4,219,1,999,0,3,-2.9,92.201,-31.4,0.873,5076.2,no
30,5,2,5,2,yes,no,2,7,4,150,10,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
31,6,2,6,2,no,no,1,7,4,3643,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,yes
27,1,1,4,3,no,no,1,7,1,1105,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,yes
38,6,2,6,2,yes,yes,1,11,3,11,3,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
37,1,1,5,2,no,yes,1,5,1,553,1,999,1,2,-1.8,92.893,-46.2,1.299,5099.1,no
60,6,3,6,3,yes,no,2,5,3,202,6,999,0,3,1.1,93.994,-36.4,4.858,5191,no
50,6,3,6,2,no,no,1,8,1,73,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
34,1,1,4,2,no,no,1,7,3,127,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
45,1,2,2,2,no,yes,1,7,5,268,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
39,3,1,6,3,yes,no,1,5,4,199,1,999,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
36,2,2,2,3,no,no,2,5,4,166,1,999,0,3,1.1,93.994,-36.4,4.855,5191,no
34,7,2,4,2,yes,no,1,7,2,838,3,999,0,3,1.4,93.918,-42.7,4.961,5228.1,yes
31,2,3,4,2,yes,no,1,5,3,829,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,yes
27,9,1,5,2,yes,no,2,5,1,104,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
35,2,2,2,2,yes,no,2,5,1,312,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
50,6,2,5,2,no,no,1,7,5,146,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
53,7,2,5,2,yes,no,1,11,2,313,2,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
27,2,2,1,2,yes,no,1,5,4,88,2,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
57,8,2,5,2,no,no,1,7,3,388,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
59,6,2,2,3,no,no,2,5,4,24,16,999,0,3,1.1,93.994,-36.4,4.86,5191,no
49,8,2,6,2,no,no,2,5,4,565,1,999,0,3,1.1,93.994,-36.4,4.86,5191,no
32,7,2,4,2,no,yes,1,11,1,256,2,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
34,11,2,3,2,yes,no,1,5,4,218,4,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
25,5,1,5,2,no,no,2,5,3,199,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
45,2,2,3,3,yes,yes,2,5,3,207,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
34,2,2,2,3,no,no,2,6,5,651,1,999,0,3,1.4,94.465,-41.8,4.967,5228.1,no
29,1,1,5,2,no,no,2,6,4,247,2,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,no
53,2,2,8,3,yes,no,1,7,5,386,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
29,6,1,6,3,yes,no,1,11,4,239,1,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
39,8,2,1,2,no,no,1,8,4,183,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
40,1,3,4,2,yes,no,1,5,5,164,1,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,no
27,3,1,5,2,yes,no,1,3,1,104,1,6,1,1,-1.8,93.369,-34.8,0.652,5008.7,yes
55,11,2,3,2,yes,no,1,10,2,156,1,999,0,3,-3.4,92.431,-26.9,0.728,5017.5,no
32,3,2,4,2,no,no,1,8,3,55,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
54,1,2,6,2,yes,no,1,8,3,103,4,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
39,11,2,5,3,yes,no,1,11,1,74,1,999,1,2,-0.1,93.2,-42,4.191,5195.8,no
43,6,3,6,2,no,no,2,5,4,644,1,999,0,3,1.1,93.994,-36.4,4.86,5191,no
41,2,3,1,2,yes,no,2,6,3,122,1,999,0,3,1.4,94.465,-41.8,4.962,5228.1,no
26,1,2,4,2,no,yes,1,11,3,112,1,999,1,2,-3.4,92.649,-30.1,0.719,5017.5,no
52,6,2,6,2,yes,yes,1,8,3,203,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
44,1,2,5,2,no,no,1,8,3,96,2,4,1,1,-2.9,92.201,-31.4,0.879,5076.2,no
38,2,2,3,3,no,no,1,11,3,145,3,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
44,1,2,5,2,no,no,1,11,5,135,2,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
27,1,1,2,2,yes,no,2,5,5,195,4,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,no
28,7,2,5,2,no,no,2,6,3,771,2,999,0,3,1.4,94.465,-41.8,4.962,5228.1,yes
47,8,2,5,2,yes,no,1,8,1,232,2,999,0,3,-2.9,92.201,-31.4,0.843,5076.2,yes
34,3,2,4,2,yes,no,1,7,1,206,6,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
55,2,3,1,3,yes,yes,1,5,1,163,1,999,1,2,-1.8,92.893,-46.2,1.299,5099.1,no
34,2,2,3,2,yes,no,2,5,1,513,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
25,1,1,5,2,no,no,2,8,2,103,3,999,0,3,-2.9,92.201,-31.4,0.838,5076.2,no
31,6,1,6,2,yes,no,1,8,2,150,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
35,1,2,4,3,yes,no,1,7,5,393,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
50,7,2,5,2,no,no,1,9,4,718,4,999,3,2,-1.1,94.199,-37.5,0.878,4963.6,no
22,2,1,3,2,no,no,1,7,5,106,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,no
48,12,2,1,3,no,no,2,5,2,375,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
35,2,2,1,3,no,no,2,5,3,36,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
34,6,2,6,2,yes,no,1,11,3,107,2,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
50,2,2,1,2,yes,yes,2,11,2,234,3,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
25,9,1,4,2,yes,no,1,7,2,112,1,999,1,2,-2.9,92.469,-33.6,1.044,5076.2,no
51,4,3,5,2,yes,no,2,5,1,231,1,999,1,2,-1.8,92.893,-46.2,1.299,5099.1,no
